,index,Released,English title,TMDB_id
0,4,2020-01-24,The Courier,522241
1,12,2020-01-27,His House,575774
2,16,2020-01-31,The Rhythm Section,466622
3,20,2020-02-26,DAU. Natasha,667995
4,0,2020-04-03,Four Kids and It,555457
5,1,2020-04-10,Love Wedding Repeat,624808
6,8,2020-09-11,Monday,550524
7,10,2020-09-12,Bruised,718633
8,13,2020-09-23,Enola Holmes,497582
9,15,2020-09-28,David Attenborough: A Life on Our Planet,664280
10,2,2020-10-16,Rebecca,505379
11,6,2020-11-20,A Christmas Carol,1055943
12,7,2020-12-27,Death to 2020,773655
